review,rating,label
good battery backupsound quality good highest volume output become something noisyits obviously super choice bass loversbt con product uneasy carry headphone head 30 minpain year hold long time bt aftr using 2 mnth prblm minimized level think may due tight holding year otherwise good product u go 1kread more,4,0
got head phone 3rd novemberat time opening give satisfaction lookits damn stylish build quality good sound mainly base oriented modifying equalizer u get correct output i found everything ok headphone like base sound clearity every detail clearly audiobale one thing didnt like comfortable anymore clamping forch highyou feel pain ear using 30 min using 10 day claread more,4,0
got boat rockerz400 1k year working fine without issue the product built qlty really good sound quality way better for budget good qlty headphone bluetooth wired boat preferredread more,4,0
i using headphone 10 daysmy review nutshellpros superb bass sterdy built qualitycons range good also comfortable use headphone your ear start sweating minute cant use jogging gym since waterproof sweat proof headphonebut overall price range u cant expect lotread more,3,0
osm product sound activity good low comfort day free comfortable love productread more,4,0
mighty bass built quality good excellent sound quality surrounding music like dolby atmosread more,4,0
it v good product 1200 r plz dont buy headphone price 1200 bez r many good optionsbass good sound clear craspyits melody song read more,3,0
sound good even amazing bass range one problem you cant wear long time enjoy music within 1520 minuet ear start painingwhich irritates moreread more,3,0
audio good i loved but mic suck it one worst mics would never want head band good look good a avg product i hope flipkart forward review companyread more,2,0
awesome product bought 999rs crystal clear sound quality good bass totally worth priceread more,4,0
good quality sound function easy use smartly good wireless headphone cheapest price boat companyread more,4,0
i ordered big billion day sale flipkart 20th24 sept it couple week think good enuff time period review productlets talk pro first1stylish look i ordered black red one look absolutely stylish despite plastic material give premium look2sound the important factor u buy headphone sound undoubtedly superbbass treble ratio suited perfectly ruin ur music whether u r listening tread more,4,0
good headphone but little bit tighten head feel like heavy remaining perfect goodread more,4,0
the sound build quality good reasonable price 800 sale like cherry cakeread more,4,0
simply awesome purchased r 999superb baassound quality also good bluetooth doesnt work well calling otherwise thing goodit also tighti call full paisaa vasoolyou never feel regret buying itread more,2,0
best product price1099 even fast delivery within 2 daysgreat choice sure just add charger within accessory would great dealread more,4,0
product good doesnt support phone voice call mine nexus 5 dont support voice calling rest okayread more,3,0
these worth money spent buy i paid r 999 it option used wireless wire earphone work well mike issuesit catch voice easilyoverall priceits stealread more,4,0
prosgood sound loud also good control nice bt connectivityconsits tight ear depends head size tht good bass bass loverread more,4,0
good product need improve call quality and mic over good battery good bass also punchi good headphone go itread more,4,0
wow deal boat 490 rockerz one best bluetooth headphone i ever used good sound quality valuable price it better option instead buying expensive bt device hearingpros it come good quality plastic built audio quality good like get expensive bluetooth headphone really wow deal big billion day fc available 4 color aux pin attachment case battery dried and u still want continue u r entertainmentcoread more,4,0
i love thissound quality good full sound music might wont clear range bestfull paisa wasool productread more,4,0
everything amazing productbut comfortable compact like sony onesread more,4,0
bass good sound clarity bit less you sometimes compromise bass sound clarity mustread more,3,0
good product superb sound built quality multi function button working properly android device it working fine laptop i think compatibility issue android other value money product flipkart service always smooth butter hatsoffread more,3,0
this pretty good product u ignore lacking eg u cant receive call quality sound call pathetic the function button doesnt realy work well bt u talk abt bass sound quality bang i loved choose one feature mainly color looked nice however comfy u keep using 2 hr ear coz sweat proof it waterproof well read more,4,0
four star awesome sound 899 u want like bose ahuja sound way not perfect voice clear more loud sound but overall good recommend budget like buy speaker 10000 rupeesread more,4,0
great headphone bass really feel sound crystal clear music lover go but bet listen continuously 34 song headphone squeeze ear if want get rid try fixing box bigger head fell better risk handle carefully so finally wast money buy sale going onread more,4,0
cushion neck ear supersoft little bit tight ear not easy use long time pairing easy thanks flipkart faster deliveryread more,4,0
awesome bluetooth headset good bass pleasent sound fitting also well overall one best rangeread more,4,0
great performance low price availabilityi always looking good headset product low price then i finally found one also look good easy adjust foldedread more,4,0
well amazing product nice sound super battery great build yet light fitting bit tight hope loose time iam hoping product last longer similar battery performance worth every penny spent price rangeread more,4,0
sound super need clarity sound bluetooth calling good still better headphone battery also good range bluetooth also nice sometimes get disconnected automatically playing song still ill recommend go headphonesread more,3,0
nice product decent price rangeaudio quality great music videobut mic made much better able use calling effectivelyread more,4,0
really top class headphone price segment especially bass lover i liked will good choicebass 9markssound 85 markscomfortability 78battery 87 marksother connectivity 82 marksprice 1279 9 marksread more,4,0
best buy at 1150 itz pretty good and super thiz ratebass system very goodperfectly alrightlove thatread more,4,0
pretty awesome nice product one default mic bass good good quality soundread more,4,0
i bought rs1249 worth buy want wireless headphone well wired option price segmentso using 6 7 day writing review1 i use headphone wacthing movie experience aswm noise cancalation microphone single bit sound cant hear outside somewhat get feeling thearter watching movie2while running also use also comfortable useas wellread more,4,0
the product good wish separate volume button it may seem like ear hurt great bass work good call far will update soonread more,3,0
1st headpho nealmost 5 nonths complet working amazing im music lover really nice sound base really gud best compare brandat price rangeread more,4,0
review 11 day if u looking good bass deep bass high sound ok dont buy calling purpose mic good u shout little person listen said initial day seems tight day ok u cant wear long make ur ear feel pain battery pickup good good motorola s505read more,3,0
only con tight beginning sometimes feel hot ear but get better later i think tightness needed workout otherwise nice product working wellread more,4,0
it good product price range bass average battery backup actually unbelievable i get 8 hr battery backup it compact stylish build quality fine i undoubtedly recommend product price rangeread more,3,0
it not so great like how others mentioned head set but it okay price range one good thing product battery last long about range i could see many people mentioned good bluetooth range but if u keep ur mobile ur pant start losing connectivityu keep hand issue again u cant expect price range it ok ok product if u never used sony beat skull candy product lread more,3,0
great headphone bass also good fast time tight goodread more,4,0
nice product good bass awesome sound clarity read more,4,0
it amazing product boat lower pricei recieved within one half day ordering it good packing flipcart also fast deliverythanks flipcartread more,4,0
awsome product good sound quality bass this 2nd piece ordered homeme brother really enjoy read more,3,0
sound quality wise quite good keep 30 min you feel like someone pressing ear harshly it flexibleread more,4,0
go guy worth buying product awesome performance it support mobile evn support laptop u love watchin movie n listening music thank u flipkart selling amazing productread more,4,0
it actual awesome get type headphonesfor 12k bass good checked type music awesome friend sony headphone cant believe 12k and giving four getting pain due tightness headphone wear 1 hour but problem thanks flipark ginving fast deliveryread more,4,0
got delivered time great offer wireless headphone 1099 price tag headphone an attractive wireless headphone price really nice bang buck sound quality also good high bass range quite good work great laptop mobile foaming also good sound loud also pretty tight fall ear running exercising battery backup good the drawback 2 1read more,4,0
i regular customer flipkartyou believe blindlydont need worry this smashing headphonesas i got 14th august 2017 i surprised how i get kind headphone bluetooth wireless connectivityits bluetooth connectivity really greatdont think battery battery amazing upto 8 hrsas also aux connectivity headphone doesnt battery you use wired headphone now talk abread more,4,0
very good headphone best budget headphone extra power base clear sound good bluetooth connectivity i love itread more,3,0
i got discounted price 999and price point great deal sound quality good sufficient bass considering price bracketread more,4,0
hi guyztoday recieved product good packaging time mentionedsalute ekart fr fastest deliveryafter opening package saw used productit seems like someone already used returned productafter hv sent piecein package charging cable missingthe seal brokenthe headphone rockingsuperb basssuper soundsuperb claritysuper fittingbt disappointed fr charging cable used pieceif u wantread more,2,0
it good good bass worth 1099 it fair amount bass fell comfortable earsread more,4,0
great product sound system awesome youll fall love but i would give 25 comfort it fit normal head you take max 1 hour a ive bought 699 im satisfied thisread more,4,0
i like muchbass 4 5 hr battery clear sound quality price tag awesome productread more,4,0
good lookingfirst u notice wired mode doesnt work good kill bass headphone createwas disappoimted thinking returnused bluetooth mode fr first time nd viola song come alivei loved innovation boat aux cable fr connection tht way long lasting fear loosened wire connection timecharging done smartphone charger yes cable exactly similar ur phn chargergr8gonna use bluetooread more,3,0
everything awesome except cushionsound quality fantastic specially basslight weight fold easy keep pocket battery backup really nice charge quickly mic also nice good connects quickly ur smartphoneits comfortability disappointed muchu use long hour ur auricle specially helix outermost part ear start painread more,4,0
good bass enhancement would say worth 700 buy 1300 waste money go another like sennheiser skull candy cost around 3000 something havent tried moto pulse 2 yet review good headphone con little bit depleasant ear hear song long timeread more,4,0
headphone nice sound quality good bass good range bluetooth much farbut headphone good opinion so enjoy leasing sound headphonesread more,4,0
since using headphone last 3 day performance outstanding battery backup great charged first day still playing bass sound clarity super quite well sony extra bass drawback cant able make call themread more,4,0
great product best price good sound quality quick connect easy ti use without hassle best buy around r 1200read more,4,0
very nice good listening music talk phone difficult micro phone work but want buy try buy offer it good music i buy 700 offer feel happyread more,4,0
nice product initially working clear putting full charge start working fine sound clarity clear superread more,4,0
super bass nice chicken flap function could done good cushion softread more,4,0
it best got 1k it battery backup better others deep bass better sony headphonesread more,4,0
pro look wise sound quality wise good better bass less number functional key con comfortable put long width headset cant adjusted read more,4,0
bass good speaker small doesnt set ear well u give ur time u figure ur best position product look big nd catchy but ok read more,3,0
good product prize work fine bass also goodread more,4,0
vry nice product though sound clearence bass sooo good bt loudness mascular although price best read more,4,0
i always suggest product becoz second one i bought becoz first headphone taken lil si i got 1300rs dont place order reach 1300rs becoz every time cost change depending upon demand make sure u get product check thrice wether head set connects company mobile also nly ur mobile coming design pretty awesome good finishing colour also materread more,4,0
going buy product pricei also checked product storebelieve awesome price get bluetooth headphone super quality soundbasstreblenatural vocaland amazing experiencewith soft ear cushionjst loving itthank flipkart productand guy product price many store rs2000 aboveread more,4,0
nice headphonecould better better calling micthe music perfectbut call voice headphone u cant listenita lowread more,4,0
best headpone price range quality good bt outerlayer plastic lil bit soft use softly ovrall headfon good bt comfortableread more,4,0
it worked nice 1month on one bad day charging right side headphone get heated burning smell gone have raised case manufacturer they collected defected headphone week back information replaced product though i hope get new one soon purchased boat 400 bluetooth headphone approx 2 month back month worked well 25 day back sudden charging get heated stopped workingi sent email request replacread more,3,0
the best product toooo rockz n beautiful rate best read more,3,0
till everything working fine sound good product also nice one problem bt range say power good read more,4,0
it good headset give enough satisfaction good base good voicepower back stated 8 hrsread more,4,0
i using past two day best range i would say unless u got big size head on bluetooth u get best sound wired wired system support ur device amp but bt create thumping bass awesome hear since i kind bigger size head tends get tight absolutely air pas very light weight n foldable wire provided r best quality call traffic crowd good idea in room perfect 4 star itread more,4,0
got the battery got recharged 2 hour sound quality good obviously professional regular listener piece worth brought the mic good good coverage area work fineread more,4,0
using last week good bluetooth connectivity battery backup keep going even 2 day full usagesound quality decent mark all function mentioned work great mic great public place person cant hear properly bit uncomfortable hour ear very fashionable bluetooth gear worth priceread more,4,0
when got box thought emptyboat rockerz light it produced good baseit smooth bluetooth mode good wired modenoise cancellation decentoverall verry good product rangego itread more,4,0
everything nice clarity good bass awesome equalized light weight compact comfort ok read more,4,0
very nice satisfactory performance the advantage option bluetooth well 35mm audio cable alsoread more,4,0
amazing product delivery wrostlyread more,4,0
poliii annee broooiiisread more,4,0
good product feel tight delivery also awesomeread more,4,0
best buy 1299 pls check unboxing video well online shop purchasebe vice customer alwaysread more,3,0
to flipkart teammy headphone working properly aux cable connecting sound song disturbing connecting bluetoothmy headphone warranty contact number customer care boat company always busy unable connect im disappointed productplease help sirread more,1,0
very niceread more,4,0
superb sound quality i love productread more,4,0
sound quality good battery backup also good but built design doesnt allow wear 1 hour you feel mild pain ear increase wear longerread more,3,0
goodread more,4,0
the sound headphone really nice especailly base mic headphone doesnt work also ear cup uncomfortable tight cant wear 15 min start paining ear flipkart also solve problem suffer lot exchange product flipkart also dont provide return money product bad experience buying headphone flipkart i willread more,1,0
good quality nice color hd soundread more,4,0
best price tag 1099read more,4,0
awesome productread more,4,0
nice productread more,4,0
i received headset 14062019 i utterly disappointed built quality why cheating customer sending type item i couldnt understand literally flipkart ban sellerread more,1,0
best quality expectedbut problem using time start pain earnot expectedread more,4,0
experience headphone exilent good baa clear hd sound go itread more,4,0
pro sound quality amazing good bass no bluetooth headphone price range give great sound experiencecons uncomfortable big headread more,4,0
sound goodread more,4,0
if ur ear r made metal go surelythe cushion cup human earsthey r gon na make ear much pain u cant imagine dont go sound quality nd bluetoothmain thing comfort slightest extent hell u boat want refund plzzread more,1,0
mic working call person able hearread more,1,0
the sound quality great no connectivity issue look good jus go fr u r ready cut yo ear latrits soo uncomfortable wud hv betr ear cushion little widerread more,1,0
the sound quality awesome price segment user suffering pressure headset ear including if tight headset reduced lower pressure could help user enjoy seem less music longer time for i cant use 15 min without adjusting ear i cant watch full movie product hurt ear using 1 2 hoursread more,3,0
not per expectation the return policy also good and quality speaker good everytime play something loud thud make go deaf audio startsread more,1,0
product good poor delivery service i decided never place order flipkart taking care customer productsread more,1,0
product good size small and lil disappointed micread more,4,0
awzome sound quality bass comfort bit lessread more,4,0
speaker working bluetooth headset returning nowread more,1,0
too tightread more,1,0
dont buy ever whats meaning sound u cant wear 30 minute it really start hurting ur ear 20 minsread more,1,0
worst experience i received damaged used product will never buy anything flipkartread more,1,0
they tight head tried refund said get refund product thag quality issue whats point online shopping to hope product fit else let gohighly disappointedread more,1,0
received product yesterday i say sound great bass also well i returned product due cause unpredictable i listening song sound cutting breaking every song lyric changing lyric also beeping it also working within 5 sqft distance sometimes bluetooth connection automatically disconnectingi frustrated product going may waste moneyread more,1,0
product doubt good sound quality good bt best but damage part calling feature other side get proper voice so overall good nd averarread more,1,0
really bad experience flipkart i facing connection drop walking n keeping phone pocket music keep dropping i walk flipkart even accepting request canceling almost 6 day i waiting flipkart accept return request thank flipkart u gave good experience onwards i wouldnt buy online specifically flipkartread more,1,0
good red mi earphone moderate base good soundnoice cancellation working fineread more,3,0
very good quality sound amazing bass good noise cancellationonly problem plastic band got broken 9 month usage the band made metal instead plasticread more,2,0
dont buy product overhead band attached stiff fit hard earsread more,1,0
build quality worst broke within weekread more,1,0
perfect word come mind using product decent sound quality the problem bit uncomfortable rest perfectread more,4,0
mic quality poorread more,1,0
bluetooth connectivity really bad disconnect automatically multiple time sometimes listening music difficult one due connectivity problem range also bad 67 feets disconnect play music drywall partition mobile headphone bass super extra average build quality mark connectivity problem headphone 1100 r good device bluread more,1,0
this product good sound quality battery stopped working 40daysread more,1,0
not gud sound feeling like average sound time facing problem bluetooth connectivity i walkread more,1,0
not comfortable allread more,1,0
not worth i faced issue return while watching video never streamed sound uniformly when switch one songvideo another get loud sound headphone disconnected device reconnected this sound pretty painful disturbing returned got sony bt headphone i would suggest people wanting headphone stick sony jbl quality cost matter spend extra make hazzle free especially wread more,1,0
it duplicate product the mic working bluetooth also working properlyread more,1,0
osm sound qualityosm bassread more,4,0
best classvocal good audio clarity little bit mejust go itread more,4,0
sound quality perfect uncomfortablecant even wear half hoursecond thing everyone hear song even low volumeread more,1,0
paining keep 10 minutesread more,4,0
dont buy flipkart dont give return option thisonly replacementhard materialeras strts pain half hour useread more,1,0
sound good making design disgusting headphone break two side i ask boat u replace i really disappointed buy read more,3,0
fast delivery good product i pay999read more,4,0
not comfortableread more,2,0
i shouldnt given rating but sound quality im giving 1 starears starting hurt 10 minute usage poor build quality and important problem calling bluetooth when call headphone opposite person couldnt hear properly 5 min i checked many time it main issue they giving refund i replaced product problem fixed very disappointedread more,1,0
so tight exert much pressure head painfullread more,1,0
this bluetooth nice battery bakup super heeread more,4,0
little bit misleading i saw bluetooth version 40 flipkart manual 21 thats i think review good reviewread more,4,0
left speaker working 2 month usedread more,1,0
it goodsound quality bass super excellent quality sound bassbut headset tight wear 20 minutesread more,4,0
issue resolved problem productthe mic working properlyread more,1,0
value money must buy itread more,4,0
this product good sound quality awesome connect mobile within second build quality good light weight problem low quality cushion tight ear make unconfortableread more,3,0
i paid 1500 headphn so packing worstpacking look like bought fruit shopconnectivity lost many timesound quite good too good buy thia sale time 1000 adequate one so guy think u buy and flipkrat pls solve worst packing prblmread more,4,0
pro built quality battery sound amazing bass goodlook design goodstylishcan connect laptop conscant play pubg coz sound come 34 second laterread more,4,0
it good they taking returnread more,1,0
bad ear cufs nd tight plzz dont buy headfone plzz plzwaste money nd dont refund replaceread more,1,0
lookwise bad ear cup small sometime ear started feel heavy going pain cant able wear long period timeand also song ok phone call patheticthe person started complain second cant able hear plug aux cable boatrockerz 400 bluetooth headphoneread more,3,0
best bt headphoneread more,4,0
good head phone bt bass lowread more,4,0
tight ear otherwise good product grab deal 999rsread more,4,0
product good delivery late found 1011 day ordered i give 3 star headphone tight ear please boat improve design thanksread more,4,0
tight earsread more,1,0
poor plastic qualityread more,2,0
it really good productbut taking call noise takenread more,4,0
the review i got friend superbly amazing n coz i ordered product medistorted sound n even sound noise noise noiseone problem i face moment i unplug charger automatically got offread more,2,0
a good product sound good bluetooth range also goodbut mic quality good aspectread more,4,0
best headphone awesome sound fabulous bassread more,4,0
music purposereally feeling sad productread more,1,0
good tight wear comfortable hear ear pain tight bass good better buy comfort ear head impossible use 15 minread more,3,0
dont buy product dont let price fool you1 headphone tight ear get hurt 10 15 minutes2 the volume play pause button wont work using jack work use wireless3 sound quality bad good either overall product 1000 bracketim giving review using monthread more,4,0
too tightly fit hurtsdo go itread more,1,0
not compatible laptopstill trying i feel good i taking otherwise i returning itread more,1,0
best price range 1099 bugseverything good half hour use lil painfully ear pinnaread more,4,0
the product good build quality cable broke today 2 month purchase wearing 1520 min becomes uncomfortable the build design disappointingread more,1,0
please dont buy n dont waste ur money my ear r painingread more,1,0
the sound good base nice expected boat product battery backup good but bluetooth connection good small distance headphone hurt used long period time ie longer 1 hourread more,3,0
wasteread more,1,0
plz frnds dont buy product this product started hurt due product good spunch 45 minute laterread more,1,0
after 1 month battery backup 15 minutescharging indicator light working worthlessnot satisfiedread more,1,0
worst product ever i suggest dont buy itread more,1,0
i purchased product much expectationbut let after 8 day bluetooth workingwhat i doread more,1,0
cant use 1015 mintread more,1,0
awesome sound bass experienceit feel attending live dj partyamazing design battery backup it worth price read more,4,0
treble high you hear clear sound full volume poor sound qualityalso u hear song 45 min cause tight ear start paining dont buy total waste moneyread more,1,0
excellent product superb sound quality build handy lightweight it foldable hence save lot spaceread more,4,0
overall goodread more,4,0
not workingread more,1,0
all good sound going outside headphone read more,3,0
please dont buy product wear cant handle pressure exerted headphone your ear beg put it curse earsread more,2,0
it good product bluetooth sound good im giving 45 bass55sound quality55design bult55battery backup55read more,4,0
start pain ear 15 minutesread more,2,0
it good tight ear used longer painful earread more,3,0
not good callingread more,3,0
everything fine except tight ear hurt wearing 1015 minsread more,4,0
nice qualityread more,4,0
the headphone amazing allbut i faxed problem bluetooth mode stopped working warranty claim worst almost 1 month since taken back still updateread more,3,0
best bluetooth headset 900rswhich i got sellprossuperb bassgood quality soundgood pop hip hopbuild material cheap durablei dropped mistake many timesbut still workingcontrol button easyconsnot good calm musicears piece little bit tightyou got 1 hour without hurting earssometimes difficult connect new bluetooth devicebattery backup 6 hour 8connecting 35 mm jack cable read more,4,0
very good product value money read more,4,0
it issue connectivity doesnt play smoothread more,1,0
build quality worstread more,3,0
very bad quality headphone stop working 15 daysread more,1,0
bluetooth connection lost listen music and sound come headphoneread more,1,0
it bateery weekread more,2,0
not comfortableyou get pain on your ear after 15 minutesread more,3,0
nice read more,4,0
no dought sound good heavy base mic quality low cant make call regular useread more,4,0
worse noice cancellation everyone room hear noiceread more,1,0
dont buy headset product product satisfy two three day atfter word waste better canbuy product like leaf neck band 1k worth moneyread more,3,0
budget sbse superb headphone hsound 3 star bcoz full sound sound poora bahar aa jata h bt pubg k liye best hno sound lagread more,3,0
it written bluetooth version 41 turn version 21 delivery a good product btw but scandal give mentionedread more,4,0
it good product bass also good pain started ear wearing 30 minute otherwise good but opinion go rockerz 600 400read more,3,0
i got 999 a good purchase price range bluetooth aux builtin mic take call but main issue design actually head size bigger side basically hurt ear there possibility size increase decrease arch headfone overall 3read more,3,0
the main disadvantage design it hurt ear 5 min total waste money developer need think read more,1,0
mic good getting ear pain tight pressurebut sound quality goodread more,2,0
design build quality excellent vocal excellent bass medium very nice productread more,4,0
over good headset bluetooth connectivity range poorread more,4,0
bluetooth working properlyread more,3,0
long usage headphone make pain earsread more,4,0
poor bluetooth range poor micread more,2,0
worsti get severe headache wearing cant wear 15 minsit start painread more,1,0
calling experience 410music listening 510noise cancellation 210not recommended want use headset callingread more,2,0
prosgood sound basssoft ear cupscompact lightweight1 year warranty goodconssound quality degrades bit using bluetooth mode bluetooth version 21it could betterbattery backup could least 12 hour costoverall best price range simply go itread more,4,0
got 999rssound quality bestbattery goodbut one cant keep hearing headphone continuously some ear pain happenswhen using aux cable sound quality goodcall quality good voice break continuouslyoverall 1000 good headphoneread more,4,0
burst audio quality time talking voice quality zeroand replacement policy also bad i tried soo many time call tried ignoreread more,1,0
i got headset replaced still got faulty piecethey even replying complains raised online way talk someone issue u keep writing message age show issue unresolvedread more,1,0
this headphone really good sound excellent bass treble awesomeone defect product used 1hr ear start paining mean tight wish little confortableread more,4,0
very high priceread more,1,0
dissatisfied hear one side purchased month agoread more,1,0
fast delivery sound quality awesomeread more,4,0
ear pain muchread more,2,0
poor comfort level poor connectivity less 2meters aux wire got damaged within 3weeks total money wasted also suitable large head person like since start paining within halfhourread more,1,0
excellent productin 1500 wired wireless goodim happy thisread more,4,0
all okay battery expectedread more,4,0
this wasteread more,1,0
it osm best headset super battery pickup small thinking ok good productread more,1,0
very bad dont even return quality issue huge quality issue hurt ear badlyread more,1,0
it heavy mic good the person side line able hear voice properly only sound quality goodread more,3,0
call quality goodread more,3,0
mic creates problem other person fails hear sometimeread more,3,0
there refund policy productdont buy ityoull want use 10 minutesread more,1,0
the problem i got1 it comfortable spectacle wearer exert little pressure ears2 it battery drain faster3 it microphone bad receiver hear low voice yours4 it ear cushion also get dirtythe thing i like1 it sound good2 it bass good3 it cancel decent amount outside noiseread more,3,0
i bought product looking 43 rating product good my kid complaining pain ear happyread more,2,0
dont take product damm hard ur ear hurt soo badly 15 min it saying soft and u get refund product alsoread more,1,0
when i using side person cant hear clearlyread more,1,0
when i play music clicking sound every time disturbs lot bluetooth range good start disconnecting 8 10 feets it good sound quality averageread more,1,0
not value money product and overpriced wire quality good read more,1,0
betry 5 month working product gdread more,3,0
guy headphone good get kond base looking cant complain price overall experince average good ppl looking get decent base audioread more,3,0
this adjustable head hasnt adjustable strip read more,2,0
volume work proper wayread more,1,0
this product good much asread more,3,0
poor bluetooth connectivityread more,3,0
the delivery boy dont come address lockdown i needed go take far harassmentother wise product goodread more,3,0
if want good sound quality build quality price range go very light weight compact folded the issue lie mic common wireless devicesread more,4,0
sound quality goodsuper punchy bass which shake u r ear and u can feel the vibrationsbattery life is decentbuild quality is goodread more,4,0
calling 35 poormusic 455look 455light weightear pain moderateconnectivity 45battery 89 hour for music 34 hour for callingread more,4,0
gudread more,4,0
pros1 light weight2 sound quality best especially bass simply superb3 dual working mode when battery dead use aux cable continue music4 awesome battery5 cheap compared brand very brand offer wireless headphone rate and most dont offer dual working mode6 boat offer one year warranty productcons1 wired mode bluetooth mode doesnt quality songs2 buildread more,4,0
it 5 star productbut made chinathats itread more,2,0
volume working properlynot comfortable long usageflipkart response bad acceptableread more,1,0
product excellent but package product mark packaging loose even sticker properly attachedread more,3,0
mic working goodread more,4,0
bluetooth calling badread more,3,0
i using product since 8 month i deliberately chose review late wanted see battery backup consistency and damn good cant say best market term battery backup rounder i used jogging sleeping even washroom just one thing bugged bluetooth range reasonable could betterread more,4,0
it value money the big con ear heated use minutesread more,4,0
not suitable long time head phone earcup design poor fitting properly also material poor quality if used 030 minute ear start paining not atoll suitable kid online classesalso refusing take back replacementread more,1,0
5 star flipkart fast delivery 3 star product overall build quality ok power volume button look cheap i fear anything button come this headphone used wireless wired box aux cable when connected bluetooth laptop hear lot noise noise disappears soon switch wired mode battery backup ok i expected better performance productread more,3,0
i used last whole month i happy headset big problem hurt earsafter wearing 20 min ear start sweating painfulthe clamping force ecessin case sound also greatthe bass excessive mids vocal clear trashthe build quality top notch price range nothing touch but bluetooth connectivity also dissappoiread more,3,0
bass good but wont suggest since start hurting ear really quickread more,3,0
after 8 month one speaker workingread more,1,0
getter damage productread more,1,0
i great fan boat product i using headphone since 2 year for last 6 month stopped syncing phoneread more,4,0
this product amazingly great prolong duration usage headphone there sort ear pain moreover start music sort audio there sharp strike high frequency sound side headphone thereafter making sharp shock inner earsread more,4,0
the device i got working connecting audio jackread more,2,0
it willl defect 1 monthsread more,1,0
sound leakage headphonesif listening song high volumeheadphones feeling come everyone listen voicesread more,3,0
call sound audibleread more,1,0
every thing ok mic problem caller cant hear ur voice clearlyread more,1,0
bass excellent sound quality good build much strong head strip little delicate overall value money1400 r you go itread more,4,0
bass awesomeread more,4,0
with ox cable mic properly workingread more,3,0
fineread more,1,0
bluetooth connection worestread more,1,0
nice product good bassread more,4,0
one side workingread more,1,0
good product but ear start pain sometime due pressure band earpadsread more,4,0
very bad product usefulread more,1,0
mic quality poorread more,1,0
i problem wired mode one side playingand connection cut playing online song wireless modein new productread more,2,0
excellentread more,3,0
this baat headphone really waste money work properly one side right left it making fool u selling product so request tht dont go product spite know issue i really expressed experience i faced itread more,2,0
bluetooth connection poor my ear started paining putting head due pressureread more,2,0
ordered dec 19 bluetooth connecting phone i took proper care handling still happened really unhappy didnt function properly even 6 month unreliable productread more,1,0
good music pubg dont buy pubgread more,4,0
stopped working use 7 month advice buy cheap low quality productsread more,1,0
sound finevalue money superb design nd build qualitydelivery timeread more,4,0
very nice looking bassread more,4,0
3 month useread more,1,0
main problem product dont good bluetooth connetivity pubg playing game read more,1,0
good product nice condition price got 899read more,4,0
excellent product paisa wasul bhairead more,4,0
product good saller verry bad always send bad headphone defectiveread more,1,0
everything good i expected bass effect something i got but overall performance superb but i one serious complaint aux cable i got product i faced problem cable day i received productread more,4,0
sound good make irritating humming sound connected via bluetoothread more,3,0
headphone reputed brand sound quality good battery backup ok build quality good they feel flimsy light completely made plastic they also bit uncomfortable ear you might experience pain beginning using the pain reduce still feel uncomfortable wearing i gave 3 star sound quality build quality bad i using model boat read more,3,0
awsomeread more,4,0
calling sound badband much hardread more,1,0
sound quality bass design everything alright but using bluetooth biggest problem sound keep breaking cant head clear soundread more,2,0
good one battery backup almost 6 7 hour excellent bass good quality go got 899 onlyread more,4,0
best productread more,4,0
nice battery backupokok design sound quality good i got rs850 cant complainread more,4,0
this procedure awesome price got 900 inr flipkart the issue i wearing hour becomes uncomfortable keep need take break 5 min i guess would headphone like oneread more,4,0
wroustautomatically a killing sound hear the size also smallread more,2,0
headphone excellent sometime voice breakread more,4,0
extremely uncomfortable the ear muff small press ear start hurting minute usage i wanted returned flipkarts called policy doesnt allow dont go trust meread more,2,0
nice productread more,4,0
happy return policy availableread more,1,0
sound quality good bass awsm but comfortable ear foam material softer over great product price range i got 899 big billion daysread more,4,0
awesome gud batry backup bass superb 899rsread more,4,0
aspect best instead comfort ear i mean i feel presure ear tymread more,4,0
good battery wonderful base nice design value moneyread more,4,0
wrost product dont buy headphone also dont buy mi product also wrost boat productread more,1,0
everything fine except connectivity this headset connect device time previusly using honor sport wireless earphone one connet two device time one optionread more,4,0
amazing soundosm baseperfect buy 900edit wearing broke not recommended big headsthey served around 910 month thts okread more,4,0
comfortable problemeair cushion poor qualitymic problemread more,1,0
little bit tight u cant use long timeread more,3,0
sound okread more,4,0
sound quality bad specially calling quality badread more,1,0
the factor headphone lose comfort they tend hurt long use worth every penny pay sound quality excellent bass excellent inbuilt mic good also bluetooth connectivity walking tends break if planning buy headphone music definitely go themread more,4,0
disappointed built quality weak im afraid usingread more,3,0
everything good bluetooth range lowread more,4,0
calling feature good expected lishning music goodread more,4,0
sound quality bass superba little bit tight earbut price range much u expectyou go bcoz u cant get better low priceread more,4,0
great music qualityadjustablebut much soft enoughfeels pain ear u use half hourread more,4,0
best product 899 soundbass design besti tibk enough purchasing productread more,4,0
it broke month i lying bed wearing it fragile broke i putting head middleread more,1,0
parfect rangeread more,4,0
after 4 month continuous use it broken middle head restread more,1,0
every thing good but parches 1399next manth offer 899its badread more,2,0
super product nice bass sound best headset around cost899read more,4,0
superbgreat sound awesome bassread more,4,0
good sound quality damn bluetooth weak merely cover 1metre distanceread more,2,0
good headphone 999but ear hurtingread more,4,0
bad product aux cable supported earphone voice calling quality also bad sound clearread more,1,0
